Title,Company,Posted on,Location,Experience,Skills,Url,Scrape_date
Java Full Stack Developer,e-Zest Solutions,2025-09-19,Pune,3-8 Years,"['rest', 'python', 'knockoutjs', 'javascript', 'ruby', 'security', 'java', 'php', '.net', 'angularjs']",https://m.timesjobs.com/mobile/job-detail/java-full-stack-developer-e-zest-solutions-pune-3-to-8-yrs-jobid-mvqE2htWqBRzpSvf__PLUS__uAgZw==&bc=+&sequence=681,2025-10-14
Sr.SolutionArchitect-Java Microservice,enflexis solutions pvt ltd pune,2025-09-19,United,12-15 Years,"['rest api', 'hibernate', 'docker', 'spring', 'elastic search', 'java', 'git', 'couchbase', 'multithreading', 'data structures', 'big data', 'cloud computing', 'solution architect', 'problem solving', 'team player', 'nosql', 'spring boot', 'cassandra']",https://m.timesjobs.com/mobile/job-detail/sr-solutionarchitect-java-microservice-enflexis-solutions-pvt-ltd-pune-12-to-15-yrs-jobid-7UbYqXWeqLJzpSvf__PLUS__uAgZw==&bc=+&sequence=682,2025-10-14
Senior Java Developer,izaap technologies,2025-09-19,Bengaluru,2-3 Years,"['software testing', 'business rules', 'java developer', 'database development', 'security', 'java', 'git', 'xml', 'linux', 'shell scripting', 'forms']",https://m.timesjobs.com/mobile/job-detail/senior-java-developer-izaap-technologies-bengaluru-bangalore-2-to-3-yrs-jobid-dK0hHMAghcJzpSvf__PLUS__uAgZw==&bc=+&sequence=461,2025-10-14
Java Developer,girnar newtel solutions pvt ltd,2025-09-19,Bengaluru,0-3 Years,"['css', 'jsp', 'jdbc', 'jee', 'hibernate', 'jquery', 'sql', 'spring', 'java', 'spring mvc', 'debugging', 'html', 'mysql', 'mvc', 'log4j', 'rest', 'mvc framework', 'rdbms', 'maven', 'javascript', 'java developer', 'jstl', 'osgi', 'struts', 'soap']",https://m.timesjobs.com/mobile/job-detail/java-developer-girnar-newtel-solutions-pvt-ltd-bengaluru-bangalore-0-to-3-yrs-jobid-rLDYR57DPalzpSvf__PLUS__uAgZw==&bc=+&sequence=145,2025-10-14
Fullstack Java Developer - Assistant Manager,State Street,2025-09-19,Bengaluru,5-10 Years,"['java spring boot', 'react js development', 'rest apis design', 'code reviews', 'team leadership', 'css', 'javascript', 'git', 'asp.net', 'web api', 'multithreading', 'jpa', 'html', 'web development']",https://m.timesjobs.com/mobile/job-detail/fullstack-java-developer-assistant-manager-state-street-bengaluru-bangalore-5-to-10-yrs-jobid-8tsFwJgQXMRzpSvf__PLUS__uAgZw==&bc=+&sequence=928,2025-10-14
Java Developer,mspring infotech,2025-09-19,Bengaluru,6-10 Years,"['oops concepts', 'design pattern', 'java', 'j2ee development', 'sql', 'css', 'html5', 'hibernate', 'ajax', 'jquery', 'spring', 'database', 'rest', 'oracle', 'java developer', 'struts', 'soap']",https://m.timesjobs.com/mobile/job-detail/java-developer-mspring-infotech-bengaluru-bangalore-6-to-10-yrs-jobid-C9TclqQ773RzpSvf__PLUS__uAgZw==&bc=+&sequence=100,2025-10-14
Java Developer,Creed Global Technologies,2025-09-19,Bengaluru,0-2 Years,"['css', 'aop', 'html5', 'jsp', 'hibernate', 'ajax', 'jquery', 'spring', 'security', 'java', 'spring mvc', 'senior software developer', 'j2ee', 'jpa', 'ejb', 'ant', 'maven', 'javascript', 'java developer', 'eclipse', 'struts', 'jdeveloper', 'jsf', 'ioc', 'java programming', 'soap']",https://m.timesjobs.com/mobile/job-detail/java-developer-creed-global-technologies-bengaluru-bangalore-0-to-2-yrs-jobid-Ua89EXOmsH1zpSvf__PLUS__uAgZw==&bc=+&sequence=106,2025-10-14
Senior Java Angular Developer,ORACLE,2025-09-19,Bengaluru,5-7 Years,"['front end development', 'back end development', 'ui frameworks expertise', 'java microservices architecture', 'soa', 'html5', 'bootstrap', 'spring', 'linux', 'rest', 'oracle', 'problem solving', 'javascript', 'spring boot', 'angularjs', 'unix', 'soap']",https://m.timesjobs.com/mobile/job-detail/senior-java-angular-developer-oracle-bengaluru-bangalore-5-to-7-yrs-jobid-6djkf__PLUS__rYe6NzpSvf__PLUS__uAgZw==&bc=+&sequence=565,2025-10-14
JAVA FULL STACK DEVELOPER,PurpleTalk,2025-09-19,Hyderabad,5-10 Years,"['spring', 'java', 'j2ee', 'software engineering', 'mysql', 'pl/sql', 'java developer', 'struts', 'angularjs', 'soap', 'jsp', 'jdbc', 'hibernate', 'sql', 'react.js', 'unix scripting', 'security', 'spring mvc', 'debugging', 'mvc', 'rest', 'rdbms', 'production support', 'osgi', 'ioc']",https://m.timesjobs.com/mobile/job-detail/java-full-stack-developer-purpletalk-hyderabad-secunderabad-5-to-10-yrs-jobid-S0__PLUS__qGyf3rWRzpSvf__PLUS__uAgZw==&bc=+&sequence=591,2025-10-14
Java Developer,mindworx software services pvt.ltd.,2025-09-19,Pune,2-5 Years,"['css', 'hibernate', 'jquery', 'sql', 'spring boot', 'database', 'java', 'spring mvc', 'j2ee', 'html', 'api', 'angularjs']",https://m.timesjobs.com/mobile/job-detail/java-developer-mindworx-software-services-pvt-ltd-pune-2-to-5-yrs-jobid-4lbWRkxZjkpzpSvf__PLUS__uAgZw==&bc=+&sequence=19,2025-10-14
Java Developer/Sr.Java Developer,TBI Technologies pvt ltd bhopal,2025-09-19,Bhopal,1-4 Years,"['authoring', 'team player', 'jquery', 'java developer', 'sql', 'spring framework', 'spring', 'multimedia', 'java', 'mysql', 'object oriented programming']",https://m.timesjobs.com/mobile/job-detail/java-developer-sr-java-developer-tbi-technologies-pvt-ltd-bhopal-bhopal-1-to-4-yrs-jobid-6v6tU1M2Jt1zpSvf__PLUS__uAgZw==&bc=+&sequence=25,2025-10-14
Senior Consultant - Java Microservices,ORACLE,2025-09-19,Pune,7-10 Years,"['core java development', 'spring boot expertise', 'aws solutions architect', 'microservice architecture', 'agile software practices', 'security', 'apache', 'software engineering', 'oracle', 'team player']",https://m.timesjobs.com/mobile/job-detail/senior-consultant-java-microservices-oracle-pune-7-to-10-yrs-jobid-HLZK6Mi3btVzpSvf__PLUS__uAgZw==&bc=+&sequence=574,2025-10-14
Principal Java Microservice Developer,ORACLE,2025-09-19,Bengaluru,5-8 Years,"['java development', 'microservices architecture', 'oracle apex', 'database management', 'automated testing', 'cuda', 'css', 'orchestration', 'html5', 'jpa', 'rest', 'epm', 'problem solving', 'javascript', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/principal-java-microservice-developer-oracle-bengaluru-bangalore-5-to-8-yrs-jobid-jzbKgiPYhjlzpSvf__PLUS__uAgZw==&bc=+&sequence=573,2025-10-14
Full Stack Java Developer,CloudJournee(ex),2025-09-19,Bengaluru,3-5 Years,"['rest', 'css', 'bootstrap', 'hibernate', 'ajax', 'java developer', 'spring', 'database', 'java', 'html', 'mysql', 'angularjs', 'mongodb']",https://m.timesjobs.com/mobile/job-detail/full-stack-java-developer-cloudjournee-ex-bengaluru-bangalore-3-to-5-yrs-jobid-gW6PfevVdNNzpSvf__PLUS__uAgZw==&bc=+&sequence=572,2025-10-14
Senior Java Consultant,ORACLE,2025-09-19,Mumbai,3-5 Years,"['java programming', 'jee technologies', 'database management', 'api development', 'ci/cd tools', 'jsp', 'jdbc', 'hibernate', 'spring', 'git', 'java se', 'devops', 'java ee', 'debugging', 'junit', 'oracle', 'jax-ws', 'weblogic', 'svn', 'eclipse', 'jdk', 'jdeveloper', 'j2ee technologies', 'soap']",https://m.timesjobs.com/mobile/job-detail/senior-java-consultant-oracle-mumbai-3-to-5-yrs-jobid-aRL3soqN6t1zpSvf__PLUS__uAgZw==&bc=+&sequence=326,2025-10-14
Java Developer,OM SOFTWARES,2025-09-19,Pune,3-6 Years,"['gwt', 'jee', 'hibernate', 'sql', 'memory management', 'java', 'spring mvc', 'java ee', 'java developer', 'wicket', 'spring framework', 'delivery management', 'jsf']",https://m.timesjobs.com/mobile/job-detail/java-developer-om-softwares-pune-3-to-6-yrs-jobid-4jM__SLASH__dpljEwBzpSvf__PLUS__uAgZw==&bc=+&sequence=31,2025-10-14
.NET / JAVA Developer,qservices,2025-09-19,Spain,0-3 Years,"['.net', 'java developer', 'solution design']",https://m.timesjobs.com/mobile/job-detail/net-java-developer-qservices-spain-0-to-3-yrs-jobid-wjmDwJec__PLUS__o5zpSvf__PLUS__uAgZw==&bc=+&sequence=308,2025-10-14
Java Settlements Lead,CITI,2025-09-19,Pune,10-13 Years,"['java architecture', 'python development', 'docker management', 'mongodb expertise', 'kubernetes deployment', 'debugging', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/java-settlements-lead-citi-pune-10-to-13-yrs-jobid-lwhQZpgiU5ZzpSvf__PLUS__uAgZw==&bc=+&sequence=307,2025-10-14
Senior Java Support Engineer,ORACLE,2025-09-19,Mumbai,3-5 Years,"['technical support expert', 'customer interaction', 'saas services proficiency', 'rest api', 'cake', 'pl/sql', 'spring framework', 'spring boot', 'web technologies']",https://m.timesjobs.com/mobile/job-detail/senior-java-support-engineer-oracle-mumbai-3-to-5-yrs-jobid-gH__SLASH__PLmBpnDhzpSvf__PLUS__uAgZw==&bc=+&sequence=567,2025-10-14
Senior Application Developer - Java,ORACLE,2025-09-19,Bengaluru,1-5 Years,"['cloud solutions', 'diverse perspectives', 'employee benefits', 'accessibility assistance', 'equal employment', 'oracle']",https://m.timesjobs.com/mobile/job-detail/senior-application-developer-java-oracle-bengaluru-bangalore-1-to-5-yrs-jobid-FQRi__PLUS__P32yrZzpSvf__PLUS__uAgZw==&bc=+&sequence=566,2025-10-14
Java Fullstack - AWS - Tech Lead,State Street,2025-09-19,Hyderabad,8-10 Years,"['react js expertise', 'java spring boot', 'micro service development', 'rest apis construction', 'artificial intelligence', 'python', 'mq', 'messaging', 'oracle sql', 'software developer', 'jpa', 'cloud services', 'team player', 'production support']",https://m.timesjobs.com/mobile/job-detail/java-fullstack-aws-tech-lead-state-street-hyderabad-secunderabad-8-to-10-yrs-jobid-zRUPlOFMJNhzpSvf__PLUS__uAgZw==&bc=+&sequence=790,2025-10-14
Tech Leads Java,nextgen telesolutions pvt. ltd.,2025-09-19,Noida,5-7 Years,"['ajax', 'java', 'xml', 'j2ee', 'software engineering', 'html', 'web development', 'mysql', 'eclipse', 'messaging', 'websphere', 'jsp', 'hibernate', 'database', 'wml', 'linux', 'telecom', 'gprs', 'netbeans', 'nextgen', 'mobile', 'weblogic', 'problem solving', 'windows', 'jbuilder', 'servlets']",https://m.timesjobs.com/mobile/job-detail/tech-leads-java-nextgen-telesolutions-pvt-ltd-noida-greater-noida-5-to-7-yrs-jobid-V5mSVt360bFzpSvf__PLUS__uAgZw==&bc=+&sequence=336,2025-10-14
Sr. Solution Architect- Java Microservice,enflexis solutions pvt ltd pune,2025-09-19,United,12-15 Years,"['rest api', 'hibernate', 'docker', 'spring', 'elastic search', 'java', 'git', 'couchbase', 'multithreading', 'data structures', 'big data', 'cloud computing', 'problem solving', 'team player', 'nosql', 'spring boot', 'cassandra']",https://m.timesjobs.com/mobile/job-detail/sr-solution-architect-java-microservice-enflexis-solutions-pvt-ltd-pune-12-to-15-yrs-jobid-2beov__SLASH__0fvc5zpSvf__PLUS__uAgZw==&bc=+&sequence=791,2025-10-14
Java Developer | Pune,Photon,2025-09-19,Pune,5-8 Years,"['java development', 'restful api development', 'front end technologies', 'object oriented programming', 'database management', 'css', 'oracle', 'javascript', 'java developer', 'sql', 'spring', 'spring boot', 'postgresql', 'debugging', 'html', 'mysql']",https://m.timesjobs.com/mobile/job-detail/java-developer-pune-photon-pune-5-to-8-yrs-jobid-ka7xRBgsQFVzpSvf__PLUS__uAgZw==&bc=+&sequence=306,2025-10-14
JAVA RCP Lead,kyndryl,2025-09-19,Bengaluru,8-11 Years,"['java programming', 'spring framework', 'microservices architecture', 'relational databases', 'agile methodologies', 'orchestration', 'apache', 'devops', 'software engineering', 'mysql', 'big data', 'maven', 'nosql', 'web technologies', 'hibernate', 'mockito', 'docker', 'security', 'git', 'postgresql', 'json', 'mongodb', 'junit', 'problem solving', 'gradle']",https://m.timesjobs.com/mobile/job-detail/java-rcp-lead-kyndryl-bengaluru-bangalore-8-to-11-yrs-jobid-o7mVbSoe3chzpSvf__PLUS__uAgZw==&bc=+&sequence=305,2025-10-14
Senior Java Developer,aboveo services pvt ltd,2025-09-19,Hyderabad,7-10 Years,"['jsp', 'java applets', 'hibernate', 'jasper reports', 'spring', 'java', 'j2ee', 'debugging', 'mysql', 'rest', 'java developer', 'swing', 'soap']",https://m.timesjobs.com/mobile/job-detail/senior-java-developer-aboveo-services-pvt-ltd-hyderabad-secunderabad-7-to-10-yrs-jobid-gjHiqva9EMBzpSvf__PLUS__uAgZw==&bc=+&sequence=329,2025-10-14
Java Developer _Apprentice (Freshers),CGI Information Systems and Management Consultants Pvt Ltd,2025-09-19,Chennai,0-3 Years,"['core java concepts', 'scalable applications', 'software development', 'problem solving', 'team collaboration', 'java developer']",https://m.timesjobs.com/mobile/job-detail/java-developer-apprentice-freshers-cgi-information-systems-and-management-consultants-pvt-ltd-chennai-bengaluru-bangalore-0-to-3-yrs-jobid-Qucz2__PLUS__SkWLJzpSvf__PLUS__uAgZw==&bc=+&sequence=526,2025-10-14
JAVA Trainer,blend infotech,2025-09-19,Pune,2-5 Years,"['spring', 'java', 'jsp', 'struts', 'servlets', 'ejb', 'hibernate']",https://m.timesjobs.com/mobile/job-detail/java-trainer-blend-infotech-pune-2-to-5-yrs-jobid-__SLASH__OfT__PLUS__V8SX6NzpSvf__PLUS__uAgZw==&bc=+&sequence=77,2025-10-14
Java Developer - Assistant Manager,State Street,2025-09-19,Bengaluru,5-10 Years,"['sql/plsql', 'senior software engineer', 'artificial intelligence', 'spring', 'api', 'oracle', 'struts', 'git', 'sql developer', 'middleware', 'rdbms']",https://m.timesjobs.com/mobile/job-detail/java-developer-assistant-manager-state-street-bengaluru-bangalore-5-to-10-yrs-jobid-b1f8H7KAkbVzpSvf__PLUS__uAgZw==&bc=+&sequence=499,2025-10-14
Java FullStack Developer - Manager,State Street,2025-09-19,Bengaluru,5-10 Years,"['object oriented programming', 'full stack development', 'api development', 'software architecture', 'devops tools', 'css', 'aop', 'html5', 'artificial intelligence', 'spring', 'java', 'apache', 'j2ee', 'multithreading', 'mysql', 'oracle', 'mq', 'javascript', 'spring security', 'cassandra', 'soap', 'jsp', 'exception handling', 'java beans']",https://m.timesjobs.com/mobile/job-detail/java-fullstack-developer-manager-state-street-bengaluru-bangalore-5-to-10-yrs-jobid-0dY9taZA9ZBzpSvf__PLUS__uAgZw==&bc=+&sequence=496,2025-10-14
Java Full Stack Developer - Senior Associate,State Street,2025-09-19,Hyderabad,5-7 Years,"['agile development', 'java/jee expertise', 'react ui framework', 'cloud technologies', 'pl/sql & nosql', 'html5', 'artificial intelligence', 'j2ee', 'mq', 'problem solving', 'javascript', 'messaging']",https://m.timesjobs.com/mobile/job-detail/java-full-stack-developer-senior-associate-state-street-hyderabad-secunderabad-5-to-7-yrs-jobid-5JGisxniYxJzpSvf__PLUS__uAgZw==&bc=+&sequence=961,2025-10-14
Java Developer,ideation technology solutions private limited,2025-09-19,Kolkata,0-3 Years,"['html5', 'jsp', 'problem solving', 'ajax', 'javascript', 'java developer', 'spring', 'node.js', 'java', 'spring security', 'spring mvc', 'oops', 'java ee', 'j2ee', 'multithreading', 'data structures']",https://m.timesjobs.com/mobile/job-detail/java-developer-ideation-technology-solutions-private-limited-kolkata-0-to-3-yrs-jobid-M0rph8gjReVzpSvf__PLUS__uAgZw==&bc=+&sequence=91,2025-10-14
Fullstack Java Architect - Assistant Vice President,State Street,2025-09-19,Hyderabad,7-10 Years,"['oops concepts', 'software architecture', 'full stack development', 'api design patterns', 'agile methodology', 'css', 'aop', 'html5', 'spring', 'java', 'apache', 'devops', 'j2ee', 'multithreading', 'mysql', 'python', 'oracle', 'mq', 'javascript', 'spring security', 'cassandra', 'soap', 'scala', 'jsp', 'exception handling', 'java beans', 'message broker', 'jdbc']",https://m.timesjobs.com/mobile/job-detail/fullstack-java-architect-assistant-vice-president-state-street-hyderabad-secunderabad-7-to-10-yrs-jobid-vhDrBCc4KkFzpSvf__PLUS__uAgZw==&bc=+&sequence=952,2025-10-14
Software Developer - Java / AngularJS,mspring infotech,2025-09-19,Chennai,2-6 Years,"['java', 'angularjs', 'javascript', 'spring mvc', 'sql server', 'css', 'salesforce', 'git', 'html', 'software engineer', 'software engineering', 'grails', 'struts', 'php', 'software developer', 'forms']",https://m.timesjobs.com/mobile/job-detail/software-developer-java-angularjs-mspring-infotech-chennai-mumbai-pune-2-to-6-yrs-jobid-sIg6ZilAVvBzpSvf__PLUS__uAgZw==&bc=+&sequence=661,2025-10-14
Fullstack Java Developer - IT,Flex,2025-09-19,Coimbatore,2-5 Years,"['full stack development', 'web application development', 'sql query writing', 'html5', 'cq5', 'bootstrap', 'hibernate', 'wsdl', 'xml', 'soap web services', 'j2ee', 'project life cycle', 'web development', 'rest', 'oracle', 'weblogic', 'java developer', 'logical thinking', 'spring boot']",https://m.timesjobs.com/mobile/job-detail/fullstack-java-developer-it-flex-coimbatore-2-to-5-yrs-jobid-W84iPnsXwSNzpSvf__PLUS__uAgZw==&bc=+&sequence=598,2025-10-14
Java-Server Side Development,zetamp energy solutions,2025-09-19,Bengaluru,1-4 Years,"['css', 'jsp', 'ece', 'jdbc', 'ajax', 'sql', 'database', 'java', 'git', 'j2ee', 'html', 'api', 'mobile', 'javascript', 'servlets', 'php']",https://m.timesjobs.com/mobile/job-detail/java-server-side-development-zetamp-energy-solutions-bengaluru-bangalore-1-to-4-yrs-jobid-qR2C89f__SLASH__07JzpSvf__PLUS__uAgZw==&bc=+&sequence=600,2025-10-14
Java Blockchain developer,SEVEN CONSULTANCY,2025-09-19,Mumbai,4-7 Years,"['information technology', 'spring boot', 'java', 'j2ee']",https://m.timesjobs.com/mobile/job-detail/java-blockchain-developer-seven-consultancy-mumbai-4-to-7-yrs-jobid-Yf0mhFVD__SLASH__gJzpSvf__PLUS__uAgZw==&bc=+&sequence=313,2025-10-14
Java Developer,zakapps software pvt. ltd.,2025-09-19,Chennai,0-1 Years,"['software applications', 'software developer', 'test']",https://m.timesjobs.com/mobile/job-detail/java-developer-zakapps-software-pvt-ltd-chennai-0-to-1-yrs-jobid-Zr3Dvu__PLUS__wBHtzpSvf__PLUS__uAgZw==&bc=+&sequence=210,2025-10-14
Senior Java Microservices Engineer,ORACLE,2025-09-19,Mumbai,6-10 Years,"['java development', 'cloud solutions', 'ci/cd pipelines', 'shell scripting', 'api security', 'autosys', 'docker', 'iam', 'devops', 'rest', 'python', 'oracle', 'access management', 'siteminder', 'production support', 'identity management', 'infrastructure', 'soap']",https://m.timesjobs.com/mobile/job-detail/senior-java-microservices-engineer-oracle-mumbai-6-to-10-yrs-jobid-1__SLASH__kGMQpcDP5zpSvf__PLUS__uAgZw==&bc=+&sequence=707,2025-10-14
Backend - Senior Software Engineer ( Java ),Paytm,2025-09-19,Noida,3-6 Years,"['server side development', 'java programming', 'spring boot', 'microservices architecture', 'performance tuning', 'senior software engineer', 'storage', 'brewing', 'api', 'rdbms', 'mobile', 'messaging']",https://m.timesjobs.com/mobile/job-detail/backend-senior-software-engineer-java-paytm-noida-greater-noida-3-to-6-yrs-jobid-AIeY3Ndh8PBzpSvf__PLUS__uAgZw==&bc=+&sequence=871,2025-10-14
Java Blockchain Developer,SEVEN CONSULTANCY,2025-09-19,Delhi,5-8 Years,"['cryptography', 'javascript', 'java developer', 'spring', 'java', 'consultant']",https://m.timesjobs.com/mobile/job-detail/java-blockchain-developer-seven-consultancy-delhi-delhi-ncr-5-to-8-yrs-jobid-6nNKqa0__PLUS__BZJzpSvf__PLUS__uAgZw==&bc=+&sequence=435,2025-10-14
java blockchain developer,SEVEN CONSULTANCY,2025-09-19,Chennai,5-8 Years,"['rest', 'java developer', 'database', 'security', 'java', 'infrastructure', 'j2ee']",https://m.timesjobs.com/mobile/job-detail/java-blockchain-developer-seven-consultancy-chennai-5-to-8-yrs-jobid-3gMfH1st8q9zpSvf__PLUS__uAgZw==&bc=+&sequence=227,2025-10-14
JAVA TECHNICAL LEAD,paycraft solutions pvt. ltd.,2025-09-19,Mumbai,7-10 Years,"['java programming', 'multi threading expertise', 'database management', 'business environment', 'elastic search', 'cassandra', 'mqtt', 'debugging', 'data structures']",https://m.timesjobs.com/mobile/job-detail/java-technical-lead-paycraft-solutions-pvt-ltd-mumbai-pune-7-to-10-yrs-jobid-QMmAV7c6v8BzpSvf__PLUS__uAgZw==&bc=+&sequence=439,2025-10-14
"Software Engineer - Java, Microservices,Spring",blue yonder,2025-09-19,Hyderabad,2-3 Years,"['software development', 'java application', 'microservices architecture', 'incident resolution', 'rest api', 'jsp', 'hibernate', 'jquery', 'spring', 'git', 'j2ee', 'junit', 'oracle', 'ant', 'maven', 'problem solving', 'jstl']",https://m.timesjobs.com/mobile/job-detail/software-engineer-java-microservices-spring-blue-yonder-hyderabad-secunderabad-2-to-3-yrs-jobid-lrrHD9zulPtzpSvf__PLUS__uAgZw==&bc=+&sequence=726,2025-10-14
Java Developer | Java Development Services | AHOM,AHOM Technologies Private Limited,2025-09-19,Gurgaon,2-4 Years,"['java development', 'spring boot', 'sql proficiency', 'web services', 'css', 'hibernate', 'ajax', 'apache tomcat', 'wsdl', 'j2ee', 'web development', 'jpa', 'mysql', 'html', 'oracle pl', 'software testing', 'maven', 'weblogic', 'javascript', 'java developer', 'eclipse', 'oracle pl / sql', 'soap']",https://m.timesjobs.com/mobile/job-detail/java-developer-java-development-services-ahom-ahom-technologies-private-limited-gurgaon-2-to-4-yrs-jobid-__SLASH__CjsRnS__SLASH__YPxzpSvf__PLUS__uAgZw==&bc=+&sequence=213,2025-10-14
Java Developer,dagslore technology solutions,2025-09-19,Coimbatore,0-1 Years,"['css', 'jsp', 'jdbc', 'hibernate', 'ajax', 'jquery', 'java', 'html', 'mvc', 'hadoop', 'javascript', 'struts', 'servlets', 'jsf']",https://m.timesjobs.com/mobile/job-detail/java-developer-dagslore-technology-solutions-coimbatore-0-to-1-yrs-jobid-dTi3V__PLUS__Hz__SLASH__ERzpSvf__PLUS__uAgZw==&bc=+&sequence=211,2025-10-14
Java Senior Developer,CITI,2025-09-19,Pune,7-9 Years,"['java development', 'api design', 'problem solving', 'cloud computing', 'risk management', 'spring', 'apache', 'cache', 'python', 'oracle', 'nosql', 'senior programmer', 'docker', 'debugging', 'mongodb', 'rest', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/java-senior-developer-citi-pune-7-to-9-yrs-jobid-dJKzug__PLUS__g1gRzpSvf__PLUS__uAgZw==&bc=+&sequence=438,2025-10-14
Java Cloud Developer,ORACLE,2025-09-19,Bengaluru,6-8 Years,"['java/jee development', 'microservices architecture', 'restful api integration', 'cloud computing', 'frontend technologies', 'css', 'orchestration', 'html5', 'ajax', 'artificial intelligence', 'xml', 'j2ee', 'pl/sql', 'oracle', 'javascript', 'angularjs', 'fundamentals', 'jsp', 'jquery', 'docker', 'java ee', 'json', 'cloud services']",https://m.timesjobs.com/mobile/job-detail/java-cloud-developer-oracle-bengaluru-bangalore-6-to-8-yrs-jobid-M2S__SLASH__st4J4uBzpSvf__PLUS__uAgZw==&bc=+&sequence=234,2025-10-14
Java Tech Lead,CITI,2025-09-19,Pune,10-13 Years,"['java programming', 'application development', 'systems architecture', 'cloud technologies', 'risk management', 'spring', 'apache', 'api', 'cache', 'python', 'oracle', 'java developer', 'nosql', 'docker', 'debugging', 'mongodb', 'rest', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/java-tech-lead-citi-pune-10-to-13-yrs-jobid-8t3DzocXJJtzpSvf__PLUS__uAgZw==&bc=+&sequence=437,2025-10-14
Industry Immersion Fellowship - Java Script/Java,volvo group india pvt ltd,2025-09-19,Bengaluru,1-3 Years,"['java backend development', 'frontend development', 'full stack development', 'software architecture', 'agile devops practices', 'react.js', 'rest', 'javascript', 'spring boot', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/industry-immersion-fellowship-java-script-java-volvo-group-india-pvt-ltd-bengaluru-bangalore-1-to-3-yrs-jobid-cnJksiCyyMJzpSvf__PLUS__uAgZw==&bc=+&sequence=202,2025-10-14
JAVA - AWS,ORACLE,2025-09-19,Mumbai,3-5 Years,"['front end development', 'back end development', 'object oriented concepts', 'microservices architecture', 'cloud technologies', 'soa', 'mockito', 'sql', 'spring', 'java', 'git', 'postgresql', 'rest', 'junit', 'oracle', 'mq', 'ant', 'maven', 'spring boot', 'soap']",https://m.timesjobs.com/mobile/job-detail/java-aws-oracle-mumbai-3-to-5-yrs-jobid-bh7kauH7clJzpSvf__PLUS__uAgZw==&bc=+&sequence=208,2025-10-14
Manager Java development,TransUnion,2025-09-19,Chennai,1-4 Years,"['team building', 'agile processes', 'technical leadership', 'cloud environments', 'software development', 'algorithms', 'security', 'java', 'devops', 'data structures']",https://m.timesjobs.com/mobile/job-detail/manager-java-development-transunion-chennai-1-to-4-yrs-jobid-wvQ51PYO9ztzpSvf__PLUS__uAgZw==&bc=+&sequence=433,2025-10-14
Sr. Software Engineer (Java   React),Visa Inc.,2025-09-19,Bengaluru,5-8 Years,"['full stack development', 'java/jee programming', 'ui/ux design', 'restful services', 'object oriented programming', 'software management', 'oop', 'system development', 'j2ee', 'software engineer', 'mysql', 'team player', 'java developer', 'spring boot']",https://m.timesjobs.com/mobile/job-detail/sr-software-engineer-java-react-visa-inc-bengaluru-bangalore-5-to-8-yrs-jobid-sjbeTJAPsIxzpSvf__PLUS__uAgZw==&bc=+&sequence=806,2025-10-14
Java Blockchain Develope,SEVEN CONSULTANCY,2025-09-19,Pune,5-8 Years,"['java', 'information technology', 'infrastructure', 'java developer']",https://m.timesjobs.com/mobile/job-detail/java-blockchain-develope-seven-consultancy-pune-5-to-8-yrs-jobid-eA8oWNnhTSZzpSvf__PLUS__uAgZw==&bc=+&sequence=436,2025-10-14
Java Technical Lead - Senior Manager,State Street,2025-09-19,Hyderabad,5-10 Years,"['core java development', 'microservices architecture', 'restful services implementation', 'oracle sql proficiency', 'test driven design', 'spring', 'git', 'j2ee', 'shell scripting', 'pl/sql', 'junit', 'mq', 'unix']",https://m.timesjobs.com/mobile/job-detail/java-technical-lead-senior-manager-state-street-hyderabad-secunderabad-5-to-10-yrs-jobid-fMzQkEm90J9zpSvf__PLUS__uAgZw==&bc=+&sequence=722,2025-10-14
Full Stack Developer (Java/React),CGI Information Systems and Management Consultants Pvt Ltd,2025-09-19,Colombia,3-5 Years,"['full stack development', 'java spring boot', 'react', 'js proficiency', 'relational databases', 'rest api integration', 'cgi', 'sql', 'docker', 'react.js', 'git', 'postgresql', 'software engineering', 'mysql']",https://m.timesjobs.com/mobile/job-detail/full-stack-developer-java-react-cgi-information-systems-and-management-consultants-pvt-ltd-3-to-5-yrs-jobid-15gHhRbdigFzpSvf__PLUS__uAgZw==&bc=+&sequence=854,2025-10-14
ReactJS and Java Developer,ORACLE,2025-09-19,Mumbai,6-10 Years,"['reactjs development', 'java backend integration', 'frontend optimization', 'agile methodologies', 'html5', 'security', 'devops', 'oracle', 'javascript', 'java developer']",https://m.timesjobs.com/mobile/job-detail/reactjs-and-java-developer-oracle-mumbai-6-to-10-yrs-jobid-NEcuVpmiYqFzpSvf__PLUS__uAgZw==&bc=+&sequence=706,2025-10-14
JAVA Programmer,Dynakode Technology Pvt. Ltd.,2025-09-19,Delhi,0-3 Years,"['udp', 'rest', 'jsp', 'java developer', 'markup languages', 'java programmer', 'xml', 'linux', 'servlets', 'json', 'multithreading', 'service oriented architecture', 'sockets', 'soap']",https://m.timesjobs.com/mobile/job-detail/java-programmer-dynakode-technology-pvt-ltd-delhi-0-to-3-yrs-jobid-pl6LoqkIAJJzpSvf__PLUS__uAgZw==&bc=+&sequence=189,2025-10-14
